#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
10,Fri Dec 01 17:04:04 EST 2017,61,0,ParserSuiteA12,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateRightArmCommandObjectTestCase SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase ThreadCommandTestCase WaitingAvatarsAnimationTestCase , ,DefineCallCommandObjectTestCase LockstepAvatarsAnimationTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParsingExceptionTestCase RotateLeftArmCommandTestCase RotateRightArmCommandTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase UndoRedoTestCase , ,
11,Fri Dec 01 17:04:19 EST 2017,61,0,ParserSuiteA12,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateRightArmCommandObjectTestCase SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase ThreadCommandTestCase WaitingAvatarsAnimationTestCase , ,DefineCallCommandObjectTestCase LockstepAvatarsAnimationTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParsingExceptionTestCase RotateLeftArmCommandTestCase RotateRightArmCommandTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase UndoRedoTestCase , ,
12,Fri Dec 01 17:11:55 EST 2017,69,8,ParserSuiteA12,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase+ ParserCreatesRotateRightArmCommandObjectTestCase+ ParserCreatesSleepCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateRightArmCommandObjectTestCase SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase ThreadCommandTestCase WaitingAvatarsAnimationTestCase , ,DefineCallCommandObjectTestCase LockstepAvatarsAnimationTestCase ParsingExceptionTestCase RotateLeftArmCommandTestCase RotateRightArmCommandTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase UndoRedoTestCase , ,
13,Fri Dec 01 17:12:34 EST 2017,76,7,Assignment12Suite,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase+ RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase+ SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase ThreadCommandTestCase WaitingAvatarsAnimationTestCase , ,DefineCallCommandObjectTestCase LockstepAvatarsAnimationTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase UndoRedoTestCase , ,
14,Fri Dec 01 17:18:07 EST 2017,76,0,Assignment12Suite,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase ThreadCommandTestCase WaitingAvatarsAnimationTestCase , ,DefineCallCommandObjectTestCase LockstepAvatarsAnimationTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase UndoRedoTestCase , ,
15,Fri Dec 01 17:19:18 EST 2017,76,0,CommandInterpreterSuiteA12,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase ThreadCommandTestCase WaitingAvatarsAnimationTestCase , ,DefineCallCommandObjectTestCase LockstepAvatarsAnimationTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase UndoRedoTestCase , ,
16,Fri Dec 01 17:19:29 EST 2017,76,0,CommandObjectSuiteA12,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase ThreadCommandTestCase WaitingAvatarsAnimationTestCase , ,DefineCallCommandObjectTestCase LockstepAvatarsAnimationTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase UndoRedoTestCase , ,
17,Fri Dec 01 17:32:15 EST 2017,76,0,CommandInterpreterSuiteA12,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase ThreadCommandTestCase WaitingAvatarsAnimationTestCase , ,DefineCallCommandObjectTestCase LockstepAvatarsAnimationTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase UndoRedoTestCase , ,
18,Fri Dec 01 17:32:23 EST 2017,76,0,CommandObjectSuiteA12,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase ThreadCommandTestCase WaitingAvatarsAnimationTestCase , ,DefineCallCommandObjectTestCase LockstepAvatarsAnimationTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase UndoRedoTestCase , ,
19,Fri Dec 01 17:33:57 EST 2017,80,4,CommandObjectSuiteA12,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandObjectTestCase+ DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase ThreadCommandTestCase WaitingAvatarsAnimationTestCase , ,LockstepAvatarsAnimationTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase UndoRedoTestCase , ,
20,Fri Dec 01 17:34:07 EST 2017,80,0,CommandInterpreterSuiteA12,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandObjectTestCase DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase ThreadCommandTestCase WaitingAvatarsAnimationTestCase , ,LockstepAvatarsAnimationTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase UndoRedoTestCase , ,
21,Fri Dec 01 17:34:11 EST 2017,80,0,ParserSuiteA12,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandObjectTestCase DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase ThreadCommandTestCase WaitingAvatarsAnimationTestCase , ,LockstepAvatarsAnimationTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase UndoRedoTestCase , ,
22,Fri Dec 01 17:34:41 EST 2017,80,0,Assignment12Suite,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandObjectTestCase DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase ThreadCommandTestCase WaitingAvatarsAnimationTestCase , ,LockstepAvatarsAnimationTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase UndoRedoTestCase , ,
23,Fri Dec 01 20:59:44 EST 2017,80,0,LockstepAvatarsAnimationTestCase,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandObjectTestCase DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase ThreadCommandTestCase WaitingAvatarsAnimationTestCase , ,LockstepAvatarsAnimationTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase UndoRedoTestCase , ,
24,Fri Dec 01 21:42:52 EST 2017,73,-7,ParserSuiteA12,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandObjectTestCase DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase ThreadCommandTestCase WaitingAvatarsAnimationTestCase , ,LockstepAvatarsAnimationTestCase ParserCreatesDefineCallCommandObjectTestCase- ParserCreatesThreadCommandObjectTestCase- ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase UndoRedoTestCase , ,
25,Fri Dec 01 23:34:56 EST 2017,73,0,CommandInterpreterSuiteA12,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandObjectTestCase DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase ThreadCommandTestCase WaitingAvatarsAnimationTestCase , ,LockstepAvatarsAnimationTestCase ParserCreatesDefineCallCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase UndoRedoTestCase , ,
26,Fri Dec 01 23:35:05 EST 2017,69,-4,CommandObjectSuiteA12,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase ThreadCommandTestCase WaitingAvatarsAnimationTestCase , ,DefineCallCommandObjectTestCase- LockstepAvatarsAnimationTestCase ParserCreatesDefineCallCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase UndoRedoTestCase , ,
27,Fri Dec 01 23:35:09 EST 2017,76,7,ParserSuiteA12,BroadcastingClearanceManagerFactoryMethodTest DefineCallCommandTestCase EnvironmentFactoryMethodTest ParserCreatesDefineCallCommandObjectTestCase+ ParserCreatesProceedAllCommandObjectTestCase ParserCreatesRotateLeftArmCommandObjectTestCase ParserCreatesRotateRightArmCommandObjectTestCase ParserCreatesSleepCommandObjectTestCase ParserCreatesThreadCommandObjectTestCase+ ProceedAllCommandObjectTestCase ProceedAllCommandTestCase RotateLeftArmCommandObjectTestCase RotateLeftArmCommandTestCase RotateRightArmCommandObjectTestCase RotateRightArmCommandTestCase SleepCommandObjectTestCase SleepCommandTestCase ThreadCommandObjectTestCase ThreadCommandTestCase WaitingAvatarsAnimationTestCase , ,DefineCallCommandObjectTestCase LockstepAvatarsAnimationTestCase ParsingExceptionTestCase ScanningExceptionTestCase SwingTextFieldFactoryTestCase UndoRedoTestCase , ,
